四则运算题目.0	456/410=
四则运算题目.2970	590*420-62=
四则运算题目.2971	523/171=
四则运算题目.2972	876-12*355=
四则运算题目.2973	767+828/933=
四则运算题目.2974	868-627=
四则运算题目.2975	169-537*602=
四则运算题目.2976	929-415=
四则运算题目.2977	142-636=
四则运算题目.2978	353-374+335=
四则运算题目.2979	568/87*184=
四则运算题目.2980	919/207+478=
四则运算题目.2981	185+586-904=
四则运算题目.2982	462+339-165=
四则运算题目.2983	346-809*26=
四则运算题目.2984	936-679=
四则运算题目.2985	199*139/898=
四则运算题目.2986	574+345/937=
四则运算题目.2987	673+461-152=
四则运算题目.2988	52-345/27=
四则运算题目.2989	549/672*280=
四则运算题目.2990	104-296=
四则运算题目.2991	299+610+627=
四则运算题目.2992	70/415-816=
四则运算题目.2993	703+25*341=
四则运算题目.2994	947-334+662=
四则运算题目.2995	923/800-186=
四则运算题目.2996	934*871=
四则运算题目.2997	249*970+633=
四则运算题目.2998	470+902*638=
四则运算题目.2999	320/942=
四则运算题目.3000	735*157=
四则运算题目.3001	733-105=
四则运算题目.3002	381/876*611=
四则运算题目.3003	990*206-772=
四则运算题目.3004	131*199+640=
四则运算题目.3005	869-463*392=
四则运算题目.3006	92*131/656=
四则运算题目.3007	384*845+825=
四则运算题目.3008	884-25+858=
四则运算题目.3009	655+261=
四则运算题目.3010	167/209=
四则运算题目.3011	958*304=
四则运算题目.3012	942*107+768=
四则运算题目.3013	315+360*384=
四则运算题目.3014	296+888*642=
四则运算题目.3015	725-794*662=
四则运算题目.3016	702*621+688=
四则运算题目.3017	643*264=
四则运算题目.3018	983/491=
四则运算题目.3019	564-481/105=
四则运算题目.3020	930-875+705=
四则运算题目.3021	582/909=
四则运算题目.3022	840*777+571=
四则运算题目.3023	733/277-283=
四则运算题目.3024	472+109=
四则运算题目.3025	623-406*91=
四则运算题目.3026	909/615-246=
四则运算题目.3027	365*741+159=
四则运算题目.3028	365+583=
四则运算题目.3029	748+971+912=
四则运算题目.3030	847+35=
四则运算题目.3031	408/870+205=
四则运算题目.3032	328-588=
四则运算题目.3033	102+105-180=
四则运算题目.3034	502+989+167=
四则运算题目.3035	444+48=
四则运算题目.3036	669-192+281=
四则运算题目.3037	600-793-267=
四则运算题目.3038	446/450=
四则运算题目.3039	964+482=
四则运算题目.3040	584/499*872=
四则运算题目.3041	489/722/5=
四则运算题目.3042	352*284=
四则运算题目.3043	94-551/314=
四则运算题目.3044	194+571*583=
四则运算题目.3045	700+888=
四则运算题目.3046	765*682*643=
四则运算题目.3047	797+748*165=
四则运算题目.3048	532+43-192=
四则运算题目.3049	832-190*226=
四则运算题目.3050	320/259-952=
四则运算题目.3051	369+739=
四则运算题目.3052	502+301/575=
四则运算题目.3053	310-81-822=
四则运算题目.3054	607-930*965=
四则运算题目.3055	287*229*277=
四则运算题目.3056	421+813+91=
四则运算题目.3057	148/677*253=
四则运算题目.3058	913+552+386=
四则运算题目.3059	332/799/217=
四则运算题目.3060	597-826+414=
四则运算题目.3061	524*699=
四则运算题目.3062	688+218-736=
四则运算题目.3063	264*627*161=
四则运算题目.3064	969+2=
四则运算题目.3065	572+494=
四则运算题目.3066	462+965=
四则运算题目.3067	535/532=
四则运算题目.3068	815+856-955=
四则运算题目.3069	815+29+704=
四则运算题目.3070	408/940+535=
四则运算题目.3071	401-945-757=
四则运算题目.3072	97*545-166=
四则运算题目.3073	982+119=
四则运算题目.3074	271/99/868=
四则运算题目.3075	930+590+440=
四则运算题目.3076	164/927=
四则运算题目.3077	354-426=
四则运算题目.3078	874*530/99=
四则运算题目.3079	614-93/217=
四则运算题目.3080	150*421+643=
四则运算题目.3081	685/642-416=
四则运算题目.3082	987/658=
四则运算题目.3083	881/574=
四则运算题目.3084	443*552=
四则运算题目.3085	362-557*562=
四则运算题目.3086	806-192-819=
四则运算题目.3087	666-257=
四则运算题目.3088	877*347=
四则运算题目.3089	691*850=
四则运算题目.3090	225*101=
四则运算题目.3091	380-658/514=
四则运算题目.3092	982/863=
四则运算题目.3093	399/775/61=
四则运算题目.3094	162*17=
四则运算题目.3095	933*145/470=
四则运算题目.3096	948+295+219=
四则运算题目.3097	511-544=
四则运算题目.3098	412/776+970=
四则运算题目.3099	919/733/373=
四则运算题目.3100	515*199=
四则运算题目.3101	205/728=
四则运算题目.3102	413*365/626=
四则运算题目.3103	689+254=
四则运算题目.3104	76+150*756=
四则运算题目.3105	658*122/182=
四则运算题目.3106	96*212=
四则运算题目.3107	798+879-190=
四则运算题目.3108	371/845*571=
四则运算题目.3109	323/446+329=
四则运算题目.3110	642*333-78=
四则运算题目.3111	123-800=
四则运算题目.3112	447+412+340=
四则运算题目.3113	341+322+431=
四则运算题目.3114	488+760-959=
四则运算题目.3115	982*55/811=
四则运算题目.3116	519/920*701=
四则运算题目.3117	795+643-348=
四则运算题目.3118	586*282-721=
四则运算题目.3119	746+225=
四则运算题目.3120	821-713+949=
四则运算题目.3121	914/453-394=
四则运算题目.3122	830-145=
四则运算题目.3123	576/15*859=
四则运算题目.3124	712/336*765=
四则运算题目.3125	100-799*723=
四则运算题目.3126	663-74/49=
四则运算题目.3127	64-751/216=
四则运算题目.3128	98-247-605=
四则运算题目.3129	511+452=
四则运算题目.3130	364/838+813=
四则运算题目.3131	32+91=
四则运算题目.3132	275*732+280=
四则运算题目.3133	382*516=
四则运算题目.3134	238/450-199=
四则运算题目.3135	931-991/843=
四则运算题目.3136	726/546=
四则运算题目.3137	914+561-894=
四则运算题目.3138	87+547+870=
四则运算题目.3139	983-487+101=
四则运算题目.3140	467/934/298=
四则运算题目.3141	163-557=
四则运算题目.3142	58-568=
四则运算题目.3143	805+59/436=
四则运算题目.3144	808/301-440=
四则运算题目.3145	807*49*982=
四则运算题目.3146	336/70-42=
四则运算题目.3147	213*841+712=
四则运算题目.3148	305-383/523=
四则运算题目.3149	449-28+343=
四则运算题目.3150	780+411/775=
四则运算题目.3151	358*798=
四则运算题目.3152	140-772+554=
四则运算题目.3153	96*858-217=
四则运算题目.3154	45/579-509=
四则运算题目.3155	491/45=
四则运算题目.3156	70*322+316=
四则运算题目.3157	356-672*881=
四则运算题目.3158	769/814*80=
四则运算题目.3159	280/220+169=
四则运算题目.3160	955/600-414=
四则运算题目.3161	861+281-103=
四则运算题目.3162	203*525+860=
四则运算题目.3163	84/394-841=
四则运算题目.3164	974/777-326=
四则运算题目.3165	972*492=
四则运算题目.3166	96-495*163=
四则运算题目.3167	932/441-870=
四则运算题目.3168	346*145=
四则运算题目.3169	289+574=
四则运算题目.3170	395+566=
四则运算题目.3171	848-122+378=
四则运算题目.3172	845*835=
四则运算题目.3173	799+156=
四则运算题目.3174	47+811=
四则运算题目.3175	890/392+660=
四则运算题目.3176	931/234*212=
四则运算题目.3177	587+480+186=
四则运算题目.3178	263+158=
四则运算题目.3179	399*562*321=
四则运算题目.3180	751-95*498=
四则运算题目.3181	719*173=
四则运算题目.3182	400/814=
四则运算题目.3183	861/351*101=
四则运算题目.3184	791+262=
四则运算题目.3185	926*550/668=
四则运算题目.3186	824/701-744=
四则运算题目.3187	232+981/219=
四则运算题目.3188	736*583/871=
四则运算题目.3189	1000+775+486=
四则运算题目.3190	592*265-434=
四则运算题目.3191	575*252+662=
四则运算题目.3192	601-284=
四则运算题目.3193	638*153=
四则运算题目.3194	698-744-120=
四则运算题目.3195	243/593=
四则运算题目.3196	681+29+980=
四则运算题目.3197	302-632=
四则运算题目.3198	513/992=
四则运算题目.3199	830-622=
四则运算题目.3200	154+805=
四则运算题目.3201	210-355=
四则运算题目.3202	600/164/380=
四则运算题目.3203	23*218-494=
四则运算题目.3204	490-199=
四则运算题目.3205	940-741+306=
四则运算题目.3206	855+863*840=
四则运算题目.3207	700/497*655=
四则运算题目.3208	278+296/768=
四则运算题目.3209	573/815-214=
四则运算题目.3210	697/687=
四则运算题目.3211	587*840*290=
四则运算题目.3212	222/394+459=
四则运算题目.3213	433*331/976=
四则运算题目.3214	251*991*495=
四则运算题目.3215	126/43=
四则运算题目.3216	1/557=
四则运算题目.3217	101/248*112=
四则运算题目.3218	370/845+388=
四则运算题目.3219	291/211*603=
四则运算题目.3220	376-837+622=
四则运算题目.3221	309-44-548=
四则运算题目.3222	612+409*943=
四则运算题目.3223	189/220=
四则运算题目.3224	791-719+174=
四则运算题目.3225	185*958*969=
四则运算题目.3226	717+143=
四则运算题目.3227	890/995=
四则运算题目.3228	174/215+767=
四则运算题目.3229	282+1000+421=
四则运算题目.3230	423/293-451=
四则运算题目.3231	956*424=
四则运算题目.3232	493*188=
四则运算题目.3233	128*596/474=
四则运算题目.3234	919+66*37=
四则运算题目.3235	209*778-144=
四则运算题目.3236	16*714=
四则运算题目.3237	574*30-675=
四则运算题目.3238	145/699=
四则运算题目.3239	202/39*712=
四则运算题目.3240	416*771=
四则运算题目.3241	633/44=
四则运算题目.3242	648*306=
四则运算题目.3243	284/78=
四则运算题目.3244	690*202/101=
四则运算题目.3245	408-907+757=
四则运算题目.3246	365/944+254=
四则运算题目.3247	303-139-954=
四则运算题目.3248	373/607+670=
四则运算题目.3249	292-66=
四则运算题目.3250	379/930/891=
四则运算题目.3251	132+13=
四则运算题目.3252	653+68*86=
四则运算题目.3253	21-974/518=
四则运算题目.3254	848-338+262=
四则运算题目.3255	252+15=
四则运算题目.3256	268*446*478=
四则运算题目.3257	836+972=
四则运算题目.3258	970-844-911=
四则运算题目.3259	98*981+49=
四则运算题目.3260	819-546-810=
四则运算题目.3261	464/108=
四则运算题目.3262	916-609=
四则运算题目.3263	354/558/403=
四则运算题目.3264	955/335=
四则运算题目.3265	663*241*516=
四则运算题目.3266	870+566=
四则运算题目.3267	160/340-354=
四则运算题目.3268	55*562+146=
四则运算题目.3269	240-965+473=
四则运算题目.3270	886*711=
四则运算题目.3271	417-447=
四则运算题目.3272	904/679+294=
四则运算题目.3273	107-890=
四则运算题目.3274	793+986/238=
四则运算题目.3275	437/814=
四则运算题目.3276	239*842*565=
四则运算题目.3277	206+415*965=
四则运算题目.3278	768+124-769=
四则运算题目.3279	746*377/198=
四则运算题目.3280	539/317-156=
四则运算题目.3281	835-740=
四则运算题目.3282	210/596=
四则运算题目.3283	256/890*327=
四则运算题目.3284	794*864=
四则运算题目.3285	87/664*361=
四则运算题目.3286	555*887*43=
四则运算题目.3287	348+983/54=
四则运算题目.3288	464+359-460=
四则运算题目.3289	3+405*813=
四则运算题目.3290	535*700=
四则运算题目.3291	465-231-295=
四则运算题目.3292	416+207*825=
四则运算题目.3293	307*463-252=
四则运算题目.3294	906*332=
四则运算题目.3295	206-316-578=
四则运算题目.3296	343/62=
四则运算题目.3297	261/678-152=
四则运算题目.3298	314+788*825=
四则运算题目.3299	66/939=
四则运算题目.3300	883/747=
四则运算题目.3301	968-940=
四则运算题目.3302	335/723*508=
四则运算题目.3303	39/213/581=
四则运算题目.3304	466/170=
四则运算题目.3305	846+28/959=
四则运算题目.3306	346/564-373=
四则运算题目.3307	924-41=
四则运算题目.3308	429*908+513=
四则运算题目.3309	726+913-557=
四则运算题目.3310	891+199-975=
四则运算题目.3311	249/595=
四则运算题目.3312	800/908*24=
四则运算题目.3313	847-61/22=
四则运算题目.3314	215*571*18=
四则运算题目.3315	293/822+63=
四则运算题目.3316	390+876+826=
四则运算题目.3317	851+533-603=
四则运算题目.3318	148+838=
四则运算题目.3319	38/676=
四则运算题目.3320	293/412=
四则运算题目.3321	876+724/18=
四则运算题目.3322	38/9-205=
四则运算题目.3323	684/941=
四则运算题目.3324	393/500=
四则运算题目.3325	974-614/236=
四则运算题目.3326	290/335=
四则运算题目.3327	266/190+257=
四则运算题目.3328	128+689+252=
四则运算题目.3329	592*979-135=
四则运算题目.3330	485+18/113=
四则运算题目.3331	65-287=
四则运算题目.3332	400/376*502=
四则运算题目.3333	254/670+195=
四则运算题目.3334	379+959-531=
四则运算题目.3335	543*651/987=
四则运算题目.3336	206-95+732=
四则运算题目.3337	9*145-150=
四则运算题目.3338	795/870=
四则运算题目.3339	823/936-30=
四则运算题目.3340	310*552=
四则运算题目.3341	457-4/469=
四则运算题目.3342	714-60=
四则运算题目.3343	939+763=
四则运算题目.3344	126*420=
四则运算题目.3345	534/575=
四则运算题目.3346	551+233=
四则运算题目.3347	907*614=
四则运算题目.3348	504-480=
四则运算题目.3349	788+235*193=
四则运算题目.3350	324-788=
四则运算题目.3351	412-205=
四则运算题目.3352	496+983=
四则运算题目.3353	707/161+667=
四则运算题目.3354	402+340/90=
四则运算题目.3355	910-237=
四则运算题目.3356	647-780=
四则运算题目.3357	676/87-150=
四则运算题目.3358	804+135/926=
四则运算题目.3359	963*139=
四则运算题目.3360	969+428=
四则运算题目.3361	725/487*794=
四则运算题目.3362	512*288+483=
四则运算题目.3363	295+391=
四则运算题目.3364	633-700-275=
四则运算题目.3365	865*563/888=
四则运算题目.3366	707*500*687=
四则运算题目.3367	282/879+451=
四则运算题目.3368	117/3=
四则运算题目.3369	523-851+183=
四则运算题目.3370	216*629*613=
四则运算题目.3371	824+9+987=
四则运算题目.3372	874-245-715=
四则运算题目.3373	698+702-625=
四则运算题目.3374	14/786/45=
四则运算题目.3375	565-570=
四则运算题目.3376	774/362=
四则运算题目.3377	265*539=
四则运算题目.3378	68*822+546=
四则运算题目.3379	463+493=
四则运算题目.3380	53+263=
四则运算题目.3381	879-370/450=
四则运算题目.3382	790/955+972=
四则运算题目.3383	537*487=
四则运算题目.3384	528/179=
四则运算题目.3385	700*948*361=
四则运算题目.3386	26-269=
